Número de artículo,Identificador del producto,Nombre,Nombre de visualización del código de barras,Variación,Cantidad Unidad Cantidad,Categoría,ID del proveedor,Permitir anulación de precio independientemente de los permisos,Deshabilitar reglas de precios,Solo permite que los artículos se vendan en números enteros,Vendido en una serie,Cantidad de la serie,Número de días que la serie debe usarse dentro de,¿Está el código de barras,Inactivo,Cantidad predeterminada al vender o recibir,Costo,Precio de venta,Precio promocional,Fecha de inicio de la promoción,Fecha de finalización de la promoción,"El precio incluye impuesto,",Es un servicio,Es favorito,Cantidad,Mínimo de productos,Nivel de Reposición,Descripción,descripción larga,Ventana emergente de información al agregar a la venta,Peso,Unidad de peso,Longitud,Ancho,Altura,Permitir descripción alterna,El artículo cuenta con un número de serie,Comisión,¿Porciento de comisión basado en ganancia?,Grupo de impuestos,Etiquetas,Días de vencimiento,Precio modificable mientras se realiza la venta,Fabricante,Ubicación en tienda,Artículo es de comercio electrónico,Id del artículo
102682,PLS6,PANEL LED 6W SOBREPONER,,,,CABLES-ELECTRICOS,,,,,,,,y,,,5325.0,7100,,,,y,,n,130.0,20.0,2000.0,,,,,,,,,,,,,,PANEL LED,,,,ESTANTE: 13 - PISO: 2,y,2672
102681,PL6,PANEL LED 6W INCRUSTAR 12CM,,,,CABLES-ELECTRICOS,OSBLACK IMPORTACIONES Y EXPORTACIONES,,,,,,,y,,,4650.0,7900,,,,,,n,164.0,20.0,2000.0,,,,,,,,,,,,,,PANEL LED,,,,ESTANTE: 13 - PISO: 2,y,2671
102680,39021,PANEL LED 12W  INCRUSTAR 17CM,,,,CABLES-ELECTRICOS,GRUPO EMPRESARIAL MERCURY SAS,,,,,,,y,,,7303.0,9300,,,,,,n,-26.0,10.0,2000.0,,,,,,,,,,,,,,PANEL LED,,,,ESTANTE: 13 - PISO: 2,y,2670
102679,6389,PALUSTRE GLO/HY M/PLASTICO # 5,,,,HERRAMIENTAS-ACCESORIOS,PROVEEDORES  VARIOS,,,,,,,y,,,2394.0,5000,,,,,,n,868.0,20.0,2000.0,,,,,,,,,,,,,,PALUSTRE,,,,ESTANTE: 31 - PISO: 3,y,2669
102678,6394,PALUSTRE GLO/HY M/PLASTICO # 10,,,,HERRAMIENTAS-ACCESORIOS,OMAR  ARISTIZABAL,,,,,,,y,,,6000.0,7200,,,,,,n,196.0,20.0,2000.0,,,,,,,,,,,,,,PALUSTRE,,,,ESTANTE: 31 - PISO: 3,y,2668
102677,6393,PALUSTRE GLO/HY M/PLASTICO  #9,,,,HERRAMIENTAS-ACCESORIOS,PROVEEDORES  VARIOS,,,,,,,y,,,3790.0,6800,,,,,,n,68.0,20.0,2000.0,,,,,,,,,,,,,,PALUSTRE,,,,ESTANTE: 31 - PISO: 3,y,2667
102676,6392,PALUSTRE GLO/HT M/PLASTICO # 8,,,,HERRAMIENTAS-ACCESORIOS,PROVEEDORES  VARIOS,,,,,,,y,,,3553.0,6000,,,,,,n,118.0,20.0,2000.0,,,,,,,,,,,,,,PALUSTRE,,,,ESTANTE: 31 - PISO: 3,y,2666
102675,6391,PALUSTRE GLO/HT M/PLASTICO # 7,,,,HERRAMIENTAS-ACCESORIOS,CO  TOOLS,,,,,,,y,,,4200.0,6000,,,,,,n,189.0,20.0,2000.0,,,,,,,,,,,,,,PALUSTRE,,,,ESTANTE: 31 - PISO: 3,,2665
102674,6390,PALUSTRE GLO/HT M/PLASTICO # 6,,,,HERRAMIENTAS-ACCESORIOS,PROVEEDORES  VARIOS,,,,,,,y,,,2992.0,5400,,,,,,n,1064.0,20.0,2000.0,,,,,,,,,,,,,,PALUSTRE,,,,ESTANTE: 31 - PISO: 3,y,2664
102673,,_PALO ESCOBA / TRAPERO - Ref : PET,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,750.0,1000,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,2663
102672,,_PALIN PALMERO COLLINS - Ref : PPC,,,,AGRO,,,,,,,,y,y,,6150.0,8200,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 11 - PISO: 1,y,2662
102671,11004,_PALIN IMDICO,,,,AGRO,,,,,,,,y,y,,9225.0,12300,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 1 - PISO: 1,y,2661
102670,,_PALILLERO SALERO - Ref : PS3,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,638.0,850,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,2660
102669,32720,PALANCA RACHE FUERZA 3/8,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,,,9750.0,13000,,,,,,n,7.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 5 - PISO: 1,y,2659
102668,1303,PALANCA RACHE FUERZA 1/2 M/CAUCHO,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,,,10500.0,14000,,,,,,n,44.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 6 - PISO: 1,y,2658
102667,,_PALA SANTANDER HERRAGRO - Ref : 10160,,,,AGRO,,,,,,,,y,y,,9863.0,13150,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 11 - PISO: 1,y,2657
102666,,_PALA REDONDA JAGUAR # 4 - Ref : PJ4,,,,AGRO,,,,,,,,y,y,,8625.0,11500,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 11 - PISO: 1,y,2656
102665,2580,PALA REDONDA IMDICO/JAGUAR # 2,,,,AGRO,IMDICO S.A.S,,,,,,,y,,,11200.0,14500,,,,y,,n,308.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 2 - PISO: 1,y,2655
102664,4521,PALA REDONDA TRAMONTINA,,,,AGRO,ALEJANDRO GARZON,,,,,,,y,,,9000.0,12000,,,,,,n,205.0,,,,,,,,,,,,,,,,,,,,ESTANTE: 11 - PISO: 1,y,2654
102663,,_PALA JARDINERA DIESEL - Ref : 16005,,,,AGRO,,,,,,,,y,y,,7388.0,9850,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 11 - PISO: 1,y,2653
102662,,_PALA CUADRADA NO 2 - Ref : 5760,,,,AGRO,,,,,,,,y,y,,6150.0,8200,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 11 - PISO: 1,y,2652
102661,,_OSO PELUCHE - Ref : SP,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,4125.0,5500,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,2651
102660,OF,_OBSEQUIO FERREFER,,,,OTROS,,,,,,,,y,y,,1.0,1,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,2650
102659,,_OMYCARB 15 - Ref : 95-268,,,,ABRASIVOS,,,,,,,,y,y,,1613.0,2150,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,2649
102658,,_OMYCARB 10 - Ref : 95-267,,,,ABRASIVOS,,,,,,,,y,y,,1613.0,2150,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,2648
102657,,_OJO MAGICO ECONOMICO - Ref : 1299,,,,HOGAR-CONSTRUCCION,,,,,,,,y,y,,1425.0,1900,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,2647
102656,2230,_NYLON IMPAR 90 LBS,,,,AGRO,,,,,,,,y,y,,4950.0,6600,,,,,,n,0.0,20.0,2000.0,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2646
102655,1283,_NYLON IMPAR 80 LBS,,,,AGRO,,,,,,,,y,y,,3938.0,5250,,,,y,,n,0.0,20.0,2000.0,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2645
102654,1282,_NYLON IMPAR 70 LBS,,,,AGRO,,,,,,,,y,y,,3713.0,4950,,,,y,,n,0.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2644
102653,1281,_NYLON IMPAR 60 LBS,,,,AGRO,,,,,,,,y,y,,3450.0,4600,,,,,,n,0.0,20.0,2000.0,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO:3,y,2643
102652,4559,_NYLON IMPAR 6 LBS,,,,AGRO,,,,,,,,y,y,,1088.0,1450,,,,y,,n,250.0,20.0,2000.0,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2642
102651,1280,_NYLON IMPAR 50 LBS,,,,AGRO,,,,,,,,y,y,,3113.0,4150,,,,y,,n,0.0,20.0,2000.0,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 33- PISO: 3,y,2641
102650,1279,_NYLON IMPAR 40 LBS,,,,AGRO,,,,,,,,y,y,,2625.0,3500,,,,y,,n,0.0,20.0,2000.0,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2640
102649,1278,_NYLON IMPAR 35 LBS,,,,AGRO,,,,,,,,y,y,,2475.0,3300,,,,y,,n,0.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 11 - PISO: 1,y,2639
102648,7818,_NYLON IMPAR 28 L,,,,AGRO,,,,,,,,y,y,,2213.0,2950,,,,,,n,0.0,20.0,2000.0,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2638
102647,2283,_NYLON IMPAR 25 LBS,,,,AGRO,,,,,,,,y,y,,2063.0,2750,,,,y,,n,0.0,20.0,2000.0,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 33- PISO: 3,y,2637
102646,1276,_NYLON IMPAR 20 LBS,,,,AGRO,,,,,,,,y,y,,1988.0,2650,,,,y,,n,0.0,20.0,2000.0,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2636
102645,1275,_NYLON IMPAR 16 LBS,,,,AGRO,,,,,,,,y,y,,1575.0,2100,,,,y,,n,0.0,20.0,2000.0,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2635
102644,1274,_NYLON IMPAR 12 LBS,,,,AGRO,,,,,,,,y,y,,1388.0,1850,,,,,,n,0.0,20.0,2000.0,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2634
102643,2285,_NYLON IMPAR 100 LBS,,,,AGRO,,,,,,,,y,y,,5325.0,7100,,,,,,n,0.0,20.0,2000.0,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 33- PISO: 3,y,2633
102642,2154,_NYLON IMPAR 10 LBS,,,,AGRO,,,,,,,,y,y,,1388.0,1850,,,,,,n,0.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 11 - PISO: 1,y,2632
102641,6985,NYLON HT/BARRACUDA 12 LBS,,,,AGRO,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,1615.0,2000,,,,,,n,46.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 11 - PISO: 1,y,2631
102640,6986,NYLON HT/BARRACUDA  16 LBS,,,,AGRO,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,1615.0,2250,,,,y,,n,283.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2630
102639,6996,NYLON HT 90 LBS,,,,AGRO,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,3596.0,5000,,,,y,,n,127.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2629
102638,6995,NYLON HT 80 LBS,,,,AGRO,CO  TOOLS,,,,,,,y,,,3350.0,4600,,,,y,,n,105.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2628
102637,6994,NYLON HT 70 LBS,,,,AGRO,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,3069.0,5000,,,,y,,n,289.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2627
102636,6993,NYLON HT 60 LBS,,,,AGRO,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,3026.0,4400,,,,y,,n,144.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2626
102635,6983,NYLON HT 6 LBS,,,,AGRO,,,,,,,,y,,,900.0,1200,,,,y,,n,105.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2625
102634,6992,NYLON HT 50 LBS,,,,AGRO,PROVEEDORES  VARIOS,,,,,,,y,,,3198.0,4400,,,,y,,n,332.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2624
102633,6991,NYLON HT 40 LBS,,,,AGRO,PROVEEDORES  VARIOS,,,,,,,y,,,2713.0,3500,,,,y,,n,131.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2623
102632,6990,NYLON HT 35 LBS,,,,AGRO,PROVEEDORES  VARIOS,,,,,,,y,,,2000.0,3100,,,,y,,n,901.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2622
102631,6989,NYLON HT 30 LBS,,,,AGRO,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,1981.0,2400,,,,y,,n,135.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2621
102630,1277,_NYLON HT 28 LBS,,,,AGRO,,,,,,,,y,y,,2475.0,3300,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 11 - PISO: 1,y,2620
102629,6988,NYLON HT 25 LBS,,,,AGRO,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,1981.0,2400,,,,,,n,32.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2619
102628,6798,NYLON HT 20 LBS,,,,AGRO,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,1938.0,2350,,,,y,,n,128.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2618
102627,6997,NYLON HT 100 LBS,,,,AGRO,CO  TOOLS,,,,,,,y,,,3950.0,4950,,,,y,,n,37.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2617
102626,6984,NYLON HT 10 LBS,,,,ULTIMO_SALDO,,,,,,,,y,,,1238.0,1650,,,,y,,n,4.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO: 3,y,2616
102625,1449,NYLON HOYOSTOOL 45 LB,,,,AGRO,,,,,,,,y,,,2063.0,2750,,,,,,n,3.0,2.0,200.0,,,,,,,,,,,,,,,,,,ESTANTE: 33 - PISO:3,y,2615
102624,,_NYLON GUADAÑA X 209 MTS - Ref : 5557,,,,AGRO,,,,,,,,y,y,,328.0,437,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 11 - PISO: 1,y,2614
102623,70031,_NYLON GUADAÑA CUA NARANJA 3MMX180MTS,,,,AGRO,,,,,,,,y,y,,205.0,273,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 11 - PISO: 1,y,2613
102622,,_NYLON GUADAÑA BELLOTACUADRADOX200MTS - Ref : 15482,,,,AGRO,,,,,,,,y,y,,70463.0,93950,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 11 - PISO: 1,y,2612
102621,9810,NYLON GUADANA X 400,,,,AGRO,COLOMBIANA DE COMERCIO  SA. Y/O ALKOSTO SAS,,,,,,,y,,,159914.0,182000,,,,y,,n,7.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 11 - PISO: 1,y,2611
102620,,_NYLON BELLOTA  X 30MTS BOLSA - Ref : 4569,,,,AGRO,,,,,,,,y,y,,9863.0,13150,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 11 - PISO: 1,y,2610
102619,1287,NIVEL UDUKE/SECURITY AMARILLO # 16,,,,HERRAMIENTAS-ACCESORIOS,OMAR  ARISTIZABAL,,,,,,,y,,,4575.0,6100,,,,y,,n,84.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 34 - PISO: 3,y,2609
102618,9610,NIVEL UDUKE/SECURITY AMARILLO # 14,,,,HERRAMIENTAS-ACCESORIOS,CO  TOOLS,,,,,,,y,,,3900.0,5000,,,,y,,n,135.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 34 - PISO: 3,y,2608
102617,3130,NIVEL UDUKE/SECURITY AMARILLO # 12,,,,HERRAMIENTAS-ACCESORIOS,OMAR  ARISTIZABAL,,,,,,,y,,,4200.0,5150,,,,y,,n,44.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 34 - PISO: 3,y,2607
102616,32204,NIVEL UDUKE/SECURITY # 18 AMARILLO,,,,HERRAMIENTAS-ACCESORIOS,CO  TOOLS,,,,,,,y,,,4500.0,6000,,,,y,,n,94.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 34 - PISO: 3,y,2606
102615,8370,"NIVEL UDUKE AMARILLO PROFESIONAL 24""",,,,HERRAMIENTAS-ACCESORIOS,OMAR  ARISTIZABAL,,,,,,,y,,,5850.0,7800,,,,,,n,0.0,20.0,200.0,,,,,,,,,,,,,,,,,,ESTANTE: 34 - PISO: 3,y,2605
102614,1288,NIVEL SECURITY/DIESEL AMARILLO 20,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,,,5625.0,7500,,,,y,,n,33.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 34 - PISO: 3,y,2604
102613,12176,"_NIVEL PASTA 10"" AMARILLO UDUKE (HT90113)",,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,5775.0,7700,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 34 - PISO: 3,y,2603
102612,,_NIVEL METALICO CON IMAN #14,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,4688.0,6250,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 34 - PISO: 3,y,2602
102611,,"_NIVEL DE GOTA 10"" FOCCI - Ref : 33333",,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,2475.0,3300,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 34 - PISO: 3,y,2601
102610,1468,_NIVEL ALUMINIO DIESEL NO 14,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,4125.0,5500,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 34 - PISO: 3,y,2600
102609,1437,"_NIVEL ALUMINIO DIESEL 12""",,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,3713.0,4950,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 34 - PISO: 3,y,2599
102608,1425,_NIVEL ALUMINIO  DIESEL N16,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,4950.0,6600,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 34 - PISO: 3,y,2598
102607,NDB,_NIPLE PARA DUCHA PLASTICO BOCHERINI,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,5775.0,7700,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,2597
102606,ND40,NIPLE PARA DUCHA 40CM,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,,,3600.0,4800,,,,,,n,0.0,20.0,2000.0,,,,,,,,,,,,,,NIPLE,,,,ESTANTE: 20 - PISO: 2,y,2596
102605,ND30,_NIPLE PARA DUCHA 30CM,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,3300.0,4400,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,2595
102604,ND25,NIPLE PARA DUCHA 25CM,,,,GRIFERIAS-ACCESORIOS,OSBLACK IMPORTACIONES Y EXPORTACIONES,,,,,,,y,,,3200.0,4000,,,,y,,n,108.0,20.0,2000.0,,,,,,,,,,,,,,NIPLE,,,,ESTANTE: 38 - PISO: 3,y,2594
102603,ND16,_NIPLE PARA DUCHA 16 CM,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,1800.0,2400,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,2593
102602,5794,"NIPLE GALVANIZADO 1/2*5""",,,,GRIFERIAS-ACCESORIOS,PROVEEDORES  VARIOS,,,,,,,y,,,1057.0,1750,,,,y,,n,337.0,20.0,2000.0,,,,,,,,,,,,,,NIPLE,,,,ESTANTE: 18 - PISO: 2,y,2592
102601,10145,NIPLE GALVANIZADO 1/2*4 1/2,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,,,1088.0,1450,,,,y,,n,309.0,20.0,2000.0,,,,,,,,,,,,,,NIPLE,,,,ESTANTE: 18 - PISO: 2,y,2591
102600,5793,NIPLE GALVANIZADO 1/2*4,,,,GRIFERIAS-ACCESORIOS,PROVEEDORES  VARIOS,,,,,,,y,,,854.0,1600,,,,y,,n,213.0,20.0,2000.0,,,,,,,,,,,,,,NIPLE,,,,ESTANTE: 18 - PISO: 2,y,2590
102599,5792,NIPLE GALVANIZADO 1/2*3,,,,GRIFERIAS-ACCESORIOS,PROVEEDORES  VARIOS,,,,,,,y,,,773.0,1300,,,,y,,n,225.0,20.0,2000.0,,,,,,,,,,,,,,NIPLE,,,,ESTANTE: 18 - PISO: 2,y,2589
102598,5791,NIPLE GALVANIZADO 1/2*2 1/2,,,,GRIFERIAS-ACCESORIOS,PROVEEDORES  VARIOS,,,,,,,y,,,650.0,1200,,,,y,,n,286.0,20.0,2000.0,,,,,,,,,,,,,,NIPLE,,,,ESTANTE: 18 - PISO: 2,y,2588
102597,,_DUPLICADO_(NIPLE GALVANIZADO 1/2*2) - Ref : 57920_,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,0.0,0,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 18 - PISO: 2,y,2587
102596,5790,NIPLE GALVANIZADO 1/2*2,,,,GRIFERIAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,818.0,1400,,,,y,,n,339.0,20.0,2000.0,,,,,,,,,,,,,,NIPLE,,,,ESTANTE: 18 - PISO: 2,y,2586
102595,5789,NIPLE GALVANIZADO 1/2*1 1/2,,,,GRIFERIAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,678.0,850,,,,y,,n,279.0,20.0,2000.0,,,,,,,,,,,,,,NIPLE,,,,ESTANTE: 18 - PISO: 2,y,2585
102594,14078,"NIPLE GALVANIZADO 1/2 X 30 CM 12""",,,,GRIFERIAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,3689.0,7250,,,,y,,n,-48.0,2.0,200.0,,,,,,,,,,,,,,NIPLE,,,,ESTANTE: 18 - PISO: 2,y,2584
102593,16096,"NIPLE GALVANIZADO 1/2 X 25 CM 10""",,,,GRIFERIAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,3090.0,4500,,,,y,,n,220.0,20.0,2000.0,,,,,,,,,,,,,,NIPLE,,,,ESTANTE: 18 - PISO: 2,y,2583
102592,14788,"NIPLE GALVANIZADO 1/2 X 20 CM 8""",,,,GRIFERIAS-ACCESORIOS,LOGISTICA  FERRETERA SAS,,,,,,,y,,,2800.0,5000,,,,y,,n,65.0,20.0,2000.0,,,,,,,,,,,,,,NIPLE,,,,ESTANTE: 18 - PISO: 2,y,2582
102591,12688,"NIPLE GALVANIZADO 1/2 X 15 CM 6""",,,,GRIFERIAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,2205.0,2700,,,,y,,n,128.0,20.0,2000.0,,,,,,,,,,,,,,NIPLE,,,,ESTANTE: 18 - PISO: 2,y,2581
102590,,_NEUMATICO PARA CARRETILLA  HACHE TOOLS - Ref : 5263,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,0.0,0,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,INEXISTENTE,y,2580
102589,9572,NEUMATICO BUGUI FINO UDUKE,,,,HERRAMIENTAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,11353.0,13500,,,,,,n,59.0,10.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 28 - PISO: 3,y,2579
102588,1286,_NEUMATICO BUGUI DM TIRE ECO,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,6375.0,8500,,,,,,n,0.0,20.0,2000.0,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 28 - PISO: 3,y,2578
102587,10582,_NAVAJA X 6 DIESEL TOOLS,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,12825.0,17100,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,2577
102586,4671,_NAVAJA PATECABRA,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,2063.0,2750,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,2576
102585,7179,_NAVAJA MULTIUSOS 13 SERVICIOS SECU,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,3300.0,4400,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,2575
102584,11016,_NAVAJA ESQUELETO,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,1650.0,2200,,,,,,n,0.0,20.0,2000.0,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 32 - PISO: 3,y,2574
102583,4596,_MULTITOMA  X6 TREK,,,,CABLES-ELECTRICOS,,,,,,,,y,y,,4950.0,6600,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,2573
102582,DT30,MULTIMETRO CON SONIDO,,,,CABLES-ELECTRICOS,CO  TOOLS,,,,,,,y,,,12000.0,14500,,,,y,,n,-5.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 35 - PISO: 3,y,2572
102581,,_MOTOR WEG 1/2 RPM 1720 - Ref : 9874,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,229350.0,305800,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,2571
102580,8536,_MOSQUETON BRONCE 5/8,,,,CERRADURAS,CO  TOOLS,,,,,,,y,y,,6300.0,7900,,,,,,n,0.0,10.0,2000.0,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 38 - PISO: 3,y,2570
